qa_review_id,alert_id,alert_date,rule_id,rule_name,analyst_id,qa_reviewer_id,risk_score,review_minutes,alert_age_days,disposition,qa_result,qa_issue
QA0419,ALT01737,2026-01-25,R001,Structuring / Cash Activity,ANL07,ANL12,50.0,16,0,Escalate to Case,Pass,None
QA0420,ALT03068,2026-04-29,R002,High-Risk Jurisdiction Wire,ANL07,ANL12,51.0,72,5,Close - False Positive,Pass,None
QA0421,ALT02544,2026-05-14,R002,High-Risk Jurisdiction Wire,ANL04,ANL12,74.0,47,10,Close - False Positive,Pass,None
QA0422,ALT02659,2026-06-16,R002,High-Risk Jurisdiction Wire,ANL08,ANL12,67.0,37,23,Close - False Positive,Pass,None
QA0423,ALT00756,2026-02-24,R004,Unusual Volume Increase,ANL12,ANL12,41.0,26,10,Escalate to Case,Pass,None
QA0424,ALT00840,2026-06-09,R006,P2P Funnel Activity,ANL03,ANL12,54.0,45,6,Close - False Positive,Pass,None
QA0425,ALT02380,2026-09-23,R005,High-Value Wire,ANL03,ANL12,64.0,44,9,Escalate to Case,Pass,None
QA0426,ALT03083,2026-06-20,R002,High-Risk Jurisdiction Wire,ANL11,ANL12,88.0,42,12,Escalate to Case,Pass,None
QA0427,ALT02839,2026-03-25,R005,High-Value Wire,ANL03,ANL12,62.0,38,4,Escalate to Case,Pass,None
QA0428,ALT01146,2026-09-29,R004,Unusual Volume Increase,ANL08,ANL12,57.0,67,4,Close - False Positive,Fail,KYC Context Missing
QA0429,ALT03294,2026-05-04,R004,Unusual Volume Increase,ANL04,ANL12,35.0,65,23,Escalate to Case,Pass,None
QA0430,ALT00573,2026-09-24,R005,High-Value Wire,ANL05,ANL12,53.0,22,7,Escalate to Case,Pass,None
QA0431,ALT03556,2026-03-30,R005,High-Value Wire,ANL11,ANL12,50.0,54,2,Close - False Positive,Pass,None
QA0432,ALT01337,2026-03-27,R001,Structuring / Cash Activity,ANL02,ANL12,73.0,27,7,Close - False Positive,Pass,None
QA0433,ALT03187,2026-08-26,R003,Rapid Movement of Funds,ANL02,ANL12,75.0,45,6,Close - False Positive,Pass,None
QA0434,ALT03351,2026-06-23,R001,Structuring / Cash Activity,ANL07,ANL12,48.0,34,8,Close - False Positive,Pass,None
QA0435,ALT01949,2026-07-19,R004,Unusual Volume Increase,ANL02,ANL12,86.0,49,7,Close - False Positive,Pass,None
QA0436,ALT02314,2026-04-12,R003,Rapid Movement of Funds,ANL09,ANL12,78.0,50,5,Close - False Positive,Pass,None
QA0437,ALT00993,2026-08-22,R008,Dormant Account Reactivation,ANL09,ANL12,51.0,12,6,Escalate to Case,Pass,None
QA0438,ALT01078,2026-08-11,R006,P2P Funnel Activity,ANL02,ANL12,80.0,34,1,Close - Explained Activity,Pass,None
QA0439,ALT03103,2026-07-10,R006,P2P Funnel Activity,ANL03,ANL12,92.0,36,8,Escalate to Case,Pass,None
QA0440,ALT03107,2026-04-09,R004,Unusual Volume Increase,ANL09,ANL12,53.0,37,25,Close - False Positive,Pass,None
QA0441,ALT03589,2026-03-30,R002,High-Risk Jurisdiction Wire,ANL11,ANL12,72.0,42,6,Escalate to Case,Pass,None
QA0442,ALT00163,2026-08-01,R002,High-Risk Jurisdiction Wire,ANL10,ANL12,39.0,38,14,Close - False Positive,Pass,None
QA0443,ALT02185,2026-02-11,R002,High-Risk Jurisdiction Wire,ANL03,ANL12,90.0,40,21,Escalate to Case,Pass,None
QA0444,ALT03076,2026-07-29,R001,Structuring / Cash Activity,ANL03,ANL12,56.0,33,8,Escalate to Case,Pass,None
QA0445,ALT02321,2026-07-23,R003,Rapid Movement of Funds,ANL04,ANL12,78.0,52,4,Escalate to Case,Fail,Incomplete Transaction Review
QA0446,ALT03095,2026-02-08,R005,High-Value Wire,ANL07,ANL12,60.0,29,4,Close - False Positive,Pass,None
QA0447,ALT03010,2026-01-30,R003,Rapid Movement of Funds,ANL09,ANL12,73.0,55,2,Close - False Positive,Pass,None
QA0448,ALT00066,2026-05-04,R005,High-Value Wire,ANL11,ANL12,63.0,34,7,Close - False Positive,Pass,None
QA0449,ALT02363,2026-03-12,R006,P2P Funnel Activity,ANL02,ANL12,65.0,47,8,Close - Explained Activity,Pass,None
QA0450,ALT03037,2026-05-21,R006,P2P Funnel Activity,ANL03,ANL12,53.0,48,3,Close - False Positive,Pass,None
QA0451,ALT00630,2026-06-11,R004,Unusual Volume Increase,ANL05,ANL12,42.0,44,26,Close - False Positive,Fail,KYC Context Missing
QA0452,ALT02124,2026-08-07,R004,Unusual Volume Increase,ANL10,ANL12,65.0,23,14,Close - False Positive,Pass,None
QA0453,ALT00393,2026-07-05,R008,Dormant Account Reactivation,ANL09,ANL12,78.0,66,10,Close - Explained Activity,Pass,None
QA0454,ALT00618,2026-02-13,R003,Rapid Movement of Funds,ANL11,ANL12,83.0,49,10,Escalate to Case,Pass,None
QA0455,ALT03363,2026-09-22,R004,Unusual Volume Increase,ANL01,ANL12,61.0,49,9,Close - False Positive,Pass,None
QA0456,ALT01044,2026-09-30,R002,High-Risk Jurisdiction Wire,ANL09,ANL12,38.0,21,8,Close - Explained Activity,Pass,None
QA0457,ALT03456,2026-02-08,R004,Unusual Volume Increase,ANL06,ANL12,68.0,46,2,Close - Explained Activity,Pass,None
QA0458,ALT00372,2026-01-31,R005,High-Value Wire,ANL08,ANL12,58.0,52,6,Close - False Positive,Pass,None
QA0459,ALT02522,2026-06-27,R007,Cash Intensive Business,ANL10,ANL12,78.0,29,3,Close - False Positive,Fail,Disposition Not Supported
QA0460,ALT01249,2026-05-06,R004,Unusual Volume Increase,ANL08,ANL12,41.0,21,7,Close - False Positive,Pass,None
QA0461,ALT02390,2026-06-21,R002,High-Risk Jurisdiction Wire,ANL06,ANL12,70.0,31,26,Close - False Positive,Pass,None
QA0462,ALT00590,2026-04-25,R004,Unusual Volume Increase,ANL02,ANL12,82.0,44,6,Escalate to Case,Pass,None
QA0463,ALT01726,2026-05-22,R007,Cash Intensive Business,ANL05,ANL12,64.0,57,12,Close - False Positive,Pass,None
QA0464,ALT02681,2026-09-02,R001,Structuring / Cash Activity,ANL08,ANL12,73.0,29,19,Close - False Positive,Pass,None
QA0465,ALT01936,2026-05-19,R002,High-Risk Jurisdiction Wire,ANL05,ANL12,48.0,28,8,Close - False Positive,Pass,None
QA0466,ALT02577,2026-03-09,R003,Rapid Movement of Funds,ANL11,ANL12,54.0,57,6,Close - False Positive,Pass,None
QA0467,ALT02686,2026-04-11,R005,High-Value Wire,ANL10,ANL12,51.0,38,4,Escalate to Case,Pass,None
QA0468,ALT00586,2026-03-01,R004,Unusual Volume Increase,ANL07,ANL12,59.0,20,9,Close - False Positive,Pass,None
QA0469,ALT01185,2026-07-05,R002,High-Risk Jurisdiction Wire,ANL04,ANL12,47.0,41,11,Close - False Positive,Pass,None
QA0470,ALT00962,2026-04-12,R003,Rapid Movement of Funds,ANL10,ANL12,59.0,37,14,Escalate to Case,Pass,None
QA0471,ALT01086,2026-07-01,R004,Unusual Volume Increase,ANL01,ANL12,58.0,29,7,Close - False Positive,Pass,None
QA0472,ALT03240,2026-01-26,R006,P2P Funnel Activity,ANL05,ANL12,60.0,34,10,Close - Explained Activity,Pass,None
QA0473,ALT02084,2026-05-29,R003,Rapid Movement of Funds,ANL09,ANL12,47.0,8,24,Close - False Positive,Fail,Incomplete Transaction Review
QA0474,ALT01575,2026-02-12,R003,Rapid Movement of Funds,ANL09,ANL12,15.0,30,10,Close - Explained Activity,Pass,None
QA0475,ALT03471,2026-05-06,R001,Structuring / Cash Activity,ANL10,ANL12,57.0,42,2,Close - False Positive,Pass,None
QA0476,ALT02330,2026-07-19,R007,Cash Intensive Business,ANL04,ANL12,62.0,44,17,Close - False Positive,Pass,None
QA0477,ALT03090,2026-09-11,R005,High-Value Wire,ANL10,ANL12,44.0,13,11,Close - False Positive,Pass,None
QA0478,ALT02430,2026-01-30,R004,Unusual Volume Increase,ANL04,ANL12,68.0,33,8,Close - False Positive,Fail,Incomplete Transaction Review
QA0479,ALT00035,2026-03-26,R005,High-Value Wire,ANL07,ANL12,34.0,48,13,Close - False Positive,Pass,None
QA0480,ALT03366,2026-04-04,R002,High-Risk Jurisdiction Wire,ANL10,ANL12,54.0,23,10,Close - Explained Activity,Pass,None
QA0481,ALT02288,2026-07-15,R003,Rapid Movement of Funds,ANL07,ANL12,74.0,44,10,Close - False Positive,Pass,None
QA0482,ALT02655,2026-01-19,R002,High-Risk Jurisdiction Wire,ANL01,ANL12,66.0,30,5,Escalate to Case,Pass,None
QA0483,ALT02014,2026-07-20,R008,Dormant Account Reactivation,ANL05,ANL12,59.0,14,18,Close - Explained Activity,Pass,None
QA0484,ALT02452,2026-08-20,R001,Structuring / Cash Activity,ANL01,ANL12,56.0,60,6,Escalate to Case,Fail,KYC Context Missing
QA0485,ALT02606,2026-09-19,R008,Dormant Account Reactivation,ANL11,ANL12,61.0,32,19,Close - Explained Activity,Pass,None
QA0486,ALT02584,2026-08-15,R001,Structuring / Cash Activity,ANL07,ANL12,91.0,51,8,Close - False Positive,Pass,None
QA0487,ALT01920,2026-07-08,R006,P2P Funnel Activity,ANL07,ANL12,59.0,45,7,Close - Explained Activity,Pass,None
QA0488,ALT01524,2026-02-12,R005,High-Value Wire,ANL04,ANL12,64.0,22,5,Escalate to Case,Pass,None
QA0489,ALT02335,2026-08-04,R007,Cash Intensive Business,ANL11,ANL12,41.0,33,7,Escalate to Case,Pass,None
QA0490,ALT03576,2026-04-03,R008,Dormant Account Reactivation,ANL12,ANL12,32.0,27,5,Escalate to Case,Pass,None
QA0491,ALT00392,2026-02-21,R002,High-Risk Jurisdiction Wire,ANL08,ANL12,40.0,47,2,Escalate to Case,Pass,None
QA0492,ALT02917,2026-05-12,R006,P2P Funnel Activity,ANL03,ANL12,76.0,33,10,Escalate to Case,Pass,None
QA0493,ALT01603,2026-02-21,R003,Rapid Movement of Funds,ANL04,ANL12,55.0,35,3,Escalate to Case,Pass,None
QA0494,ALT00161,2026-07-20,R001,Structuring / Cash Activity,ANL03,ANL12,47.0,47,10,Close - Explained Activity,Pass,None
QA0495,ALT03397,2026-01-31,R001,Structuring / Cash Activity,ANL11,ANL12,61.0,18,15,Close - False Positive,Pass,None
QA0496,ALT01356,2026-09-06,R002,High-Risk Jurisdiction Wire,ANL07,ANL12,41.0,11,5,Escalate to Case,Pass,None
QA0497,ALT00701,2026-09-05,R002,High-Risk Jurisdiction Wire,ANL05,ANL12,81.0,43,8,Close - False Positive,Pass,None
QA0498,ALT01686,2026-01-08,R006,P2P Funnel Activity,ANL10,ANL12,70.0,47,12,Close - False Positive,Pass,None
QA0499,ALT02458,2026-01-06,R004,Unusual Volume Increase,ANL03,ANL12,37.0,22,15,Close - False Positive,Fail,Insufficient Narrative
QA0500,ALT02196,2026-05-07,R003,Rapid Movement of Funds,ANL07,ANL12,38.0,45,11,Close - False Positive,Pass,None
QA0501,ALT01389,2026-02-06,R006,P2P Funnel Activity,ANL04,ANL12,69.0,28,9,Escalate to Case,Fail,KYC Context Missing
QA0502,ALT03237,2026-07-13,R004,Unusual Volume Increase,ANL09,ANL12,69.0,35,18,Close - Explained Activity,Pass,None
QA0503,ALT00203,2026-05-26,R003,Rapid Movement of Funds,ANL02,ANL12,41.0,22,8,Close - False Positive,Pass,None
QA0504,ALT00928,2026-03-04,R002,High-Risk Jurisdiction Wire,ANL03,ANL12,32.0,46,9,Close - False Positive,Pass,None
QA0505,ALT02750,2026-03-19,R006,P2P Funnel Activity,ANL02,ANL12,49.0,24,17,Escalate to Case,Pass,None
QA0506,ALT00508,2026-09-11,R007,Cash Intensive Business,ANL02,ANL12,14.0,48,18,Close - False Positive,Pass,None
QA0507,ALT01583,2026-03-04,R003,Rapid Movement of Funds,ANL01,ANL12,56.0,14,1,Escalate to Case,Pass,None
QA0508,ALT03016,2026-09-23,R007,Cash Intensive Business,ANL07,ANL12,91.0,27,14,Close - Explained Activity,Pass,None
QA0509,ALT01886,2026-07-15,R003,Rapid Movement of Funds,ANL07,ANL12,32.0,30,16,Escalate to Case,Pass,None
QA0510,ALT01518,2026-03-08,R001,Structuring / Cash Activity,ANL02,ANL12,80.0,35,21,Close - False Positive,Pass,None
QA0511,ALT00981,2026-05-20,R004,Unusual Volume Increase,ANL02,ANL12,60.0,72,18,Close - False Positive,Pass,None
QA0512,ALT01395,2026-02-05,R008,Dormant Account Reactivation,ANL06,ANL12,74.0,47,5,Close - False Positive,Pass,None
QA0513,ALT02747,2026-08-15,R008,Dormant Account Reactivation,ANL09,ANL12,100.0,34,16,Close - False Positive,Pass,None
QA0514,ALT02227,2026-06-07,R004,Unusual Volume Increase,ANL04,ANL12,53.0,54,7,Escalate to Case,Fail,Incomplete Transaction Review
QA0515,ALT01540,2026-07-19,R005,High-Value Wire,ANL12,ANL12,54.0,40,10,Close - False Positive,Pass,None
QA0516,ALT00333,2026-01-16,R007,Cash Intensive Business,ANL01,ANL12,47.0,48,1,Close - False Positive,Pass,None
QA0517,ALT01132,2026-07-06,R005,High-Value Wire,ANL06,ANL12,48.0,35,17,Escalate to Case,Pass,None
QA0518,ALT02515,2026-05-21,R003,Rapid Movement of Funds,ANL10,ANL12,45.0,46,17,Close - False Positive,Pass,None
QA0519,ALT01804,2026-02-24,R002,High-Risk Jurisdiction Wire,ANL08,ANL12,45.0,41,18,Escalate to Case,Pass,None
QA0520,ALT03502,2026-05-23,R002,High-Risk Jurisdiction Wire,ANL06,ANL12,54.0,55,13,Escalate to Case,Pass,None
QA0521,ALT02356,2026-08-01,R001,Structuring / Cash Activity,ANL12,ANL12,94.0,8,21,Escalate to Case,Pass,None
QA0522,ALT02032,2026-09-14,R002,High-Risk Jurisdiction Wire,ANL10,ANL12,68.0,24,19,Close - False Positive,Pass,None
QA0523,ALT01084,2026-03-04,R007,Cash Intensive Business,ANL06,ANL12,64.0,39,8,Escalate to Case,Pass,None
QA0524,ALT01931,2026-08-17,R001,Structuring / Cash Activity,ANL05,ANL12,63.0,42,10,Close - False Positive,Pass,None
QA0525,ALT00575,2026-04-25,R001,Structuring / Cash Activity,ANL08,ANL12,96.0,38,6,Escalate to Case,Pass,None
QA0526,ALT02431,2026-08-28,R007,Cash Intensive Business,ANL11,ANL12,49.0,18,4,Close - Explained Activity,Pass,None
QA0527,ALT01601,2026-04-22,R007,Cash Intensive Business,ANL10,ANL12,59.0,38,14,Close - False Positive,Pass,None
QA0528,ALT00483,2026-03-17,R007,Cash Intensive Business,ANL05,ANL12,62.0,24,4,Close - False Positive,Pass,None
QA0529,ALT01153,2026-01-06,R002,High-Risk Jurisdiction Wire,ANL04,ANL12,42.0,58,3,Close - Explained Activity,Pass,None
QA0530,ALT02059,2026-03-23,R002,High-Risk Jurisdiction Wire,ANL10,ANL12,35.0,55,19,Close - Explained Activity,Pass,None
QA0531,ALT03268,2026-07-30,R005,High-Value Wire,ANL03,ANL12,39.0,45,9,Close - False Positive,Fail,Insufficient Narrative
QA0532,ALT01788,2026-08-26,R005,High-Value Wire,ANL01,ANL12,42.0,34,14,Close - False Positive,Pass,None
QA0533,ALT00191,2026-09-21,R001,Structuring / Cash Activity,ANL10,ANL12,68.0,40,19,Close - False Positive,Pass,None
QA0534,ALT02183,2026-04-10,R006,P2P Funnel Activity,ANL06,ANL12,79.0,54,2,Escalate to Case,Pass,None
QA0535,ALT01791,2026-02-17,R002,High-Risk Jurisdiction Wire,ANL07,ANL12,46.0,12,4,Close - False Positive,Pass,None
QA0536,ALT00025,2026-02-21,R008,Dormant Account Reactivation,ANL12,ANL12,89.0,39,11,Close - False Positive,Pass,None
QA0537,ALT00841,2026-02-10,R005,High-Value Wire,ANL02,ANL12,63.0,53,6,Close - Explained Activity,Fail,Insufficient Narrative
QA0538,ALT02151,2026-02-14,R001,Structuring / Cash Activity,ANL07,ANL12,81.0,56,2,Escalate to Case,Pass,None
QA0539,ALT03184,2026-08-06,R008,Dormant Account Reactivation,ANL07,ANL12,57.0,49,8,Close - False Positive,Pass,None
QA0540,ALT01874,2026-04-04,R008,Dormant Account Reactivation,ANL11,ANL12,70.0,46,7,Close - False Positive,Pass,None
QA0541,ALT02235,2026-07-18,R004,Unusual Volume Increase,ANL11,ANL12,22.0,29,4,Close - False Positive,Pass,None
QA0542,ALT01347,2026-04-07,R003,Rapid Movement of Funds,ANL01,ANL12,49.0,49,11,Close - False Positive,Pass,None
QA0543,ALT03509,2026-06-13,R001,Structuring / Cash Activity,ANL01,ANL12,56.0,54,16,Escalate to Case,Pass,None
QA0544,ALT03492,2026-05-11,R001,Structuring / Cash Activity,ANL03,ANL12,44.0,41,5,Close - Explained Activity,Pass,None
QA0545,ALT00353,2026-03-20,R001,Structuring / Cash Activity,ANL05,ANL12,46.0,28,8,Close - False Positive,Pass,None
QA0546,ALT02764,2026-05-16,R002,High-Risk Jurisdiction Wire,ANL11,ANL12,73.0,33,4,Escalate to Case,Pass,None
QA0547,ALT00089,2026-04-01,R006,P2P Funnel Activity,ANL10,ANL12,56.0,59,2,Close - False Positive,Fail,Disposition Not Supported
QA0548,ALT03338,2026-06-01,R001,Structuring / Cash Activity,ANL10,ANL12,70.0,50,14,Close - False Positive,Fail,Insufficient Narrative
QA0549,ALT00790,2026-01-06,R005,High-Value Wire,ANL02,ANL12,75.0,39,12,Escalate to Case,Pass,None
QA0550,ALT01300,2026-03-21,R001,Structuring / Cash Activity,ANL03,ANL12,92.0,59,11,Escalate to Case,Pass,None
QA0551,ALT00036,2026-03-06,R002,High-Risk Jurisdiction Wire,ANL02,ANL12,80.0,42,10,Escalate to Case,Pass,None
QA0552,ALT00447,2026-04-18,R004,Unusual Volume Increase,ANL02,ANL12,31.0,48,5,Close - False Positive,Pass,None
QA0553,ALT03277,2026-07-07,R001,Structuring / Cash Activity,ANL02,ANL12,12.0,8,7,Close - False Positive,Pass,None
QA0554,ALT00739,2026-06-01,R003,Rapid Movement of Funds,ANL03,ANL12,43.0,43,4,Close - False Positive,Fail,KYC Context Missing
QA0555,ALT01139,2026-08-17,R002,High-Risk Jurisdiction Wire,ANL04,ANL12,51.0,15,5,Close - False Positive,Pass,None
QA0556,ALT01730,2026-03-31,R005,High-Value Wire,ANL10,ANL12,64.0,26,11,Escalate to Case,Pass,None
QA0557,ALT03439,2026-06-28,R006,P2P Funnel Activity,ANL09,ANL12,29.0,52,7,Close - False Positive,Pass,None
QA0558,ALT02159,2026-09-29,R002,High-Risk Jurisdiction Wire,ANL07,ANL12,48.0,23,15,Close - Explained Activity,Pass,None
QA0559,ALT00857,2026-07-14,R005,High-Value Wire,ANL04,ANL12,31.0,53,7,Escalate to Case,Fail,Disposition Not Supported
QA0560,ALT02162,2026-03-31,R001,Structuring / Cash Activity,ANL01,ANL12,71.0,56,3,Escalate to Case,Fail,Escalation Rationale Weak
QA0561,ALT01477,2026-05-21,R002,High-Risk Jurisdiction Wire,ANL06,ANL12,51.0,35,5,Close - False Positive,Pass,None
QA0562,ALT01761,2026-03-27,R003,Rapid Movement of Funds,ANL11,ANL12,86.0,56,4,Escalate to Case,Pass,None
QA0563,ALT00782,2026-04-01,R003,Rapid Movement of Funds,ANL06,ANL12,19.0,23,10,Close - Explained Activity,Pass,None
QA0564,ALT01398,2026-09-15,R005,High-Value Wire,ANL01,ANL12,59.0,52,2,Close - Explained Activity,Pass,None
QA0565,ALT02488,2026-04-08,R007,Cash Intensive Business,ANL09,ANL12,55.0,29,1,Close - False Positive,Pass,None
QA0566,ALT02582,2026-08-12,R002,High-Risk Jurisdiction Wire,ANL06,ANL12,63.0,48,10,Escalate to Case,Pass,None
QA0567,ALT00081,2026-01-18,R002,High-Risk Jurisdiction Wire,ANL05,ANL12,44.0,37,3,Escalate to Case,Pass,None
QA0568,ALT01057,2026-03-19,R003,Rapid Movement of Funds,ANL10,ANL12,91.0,36,8,Close - False Positive,Pass,None
QA0569,ALT02915,2026-07-14,R003,Rapid Movement of Funds,ANL09,ANL12,86.0,17,4,Close - False Positive,Pass,None
QA0570,ALT02986,2026-02-21,R006,P2P Funnel Activity,ANL08,ANL12,82.0,16,14,Close - False Positive,Fail,KYC Context Missing
QA0571,ALT03244,2026-04-28,R001,Structuring / Cash Activity,ANL06,ANL12,51.0,30,1,Close - False Positive,Pass,None
QA0572,ALT03371,2026-08-22,R003,Rapid Movement of Funds,ANL05,ANL12,54.0,44,4,Escalate to Case,Pass,None
QA0573,ALT01453,2026-03-04,R002,High-Risk Jurisdiction Wire,ANL08,ANL12,51.0,44,7,Close - Explained Activity,Pass,None
QA0574,ALT01966,2026-04-15,R003,Rapid Movement of Funds,ANL09,ANL12,90.0,32,9,Close - False Positive,Pass,None
QA0575,ALT01165,2026-08-20,R004,Unusual Volume Increase,ANL04,ANL12,75.0,29,5,Close - False Positive,Fail,Insufficient Narrative
QA0576,ALT01562,2026-06-21,R001,Structuring / Cash Activity,ANL06,ANL12,61.0,32,22,Close - False Positive,Pass,None
QA0577,ALT02337,2026-01-31,R001,Structuring / Cash Activity,ANL07,ANL12,50.0,25,6,Close - False Positive,Pass,None
QA0578,ALT02507,2026-08-16,R008,Dormant Account Reactivation,ANL08,ANL12,27.0,39,3,Close - Explained Activity,Pass,None
QA0579,ALT01264,2026-08-02,R004,Unusual Volume Increase,ANL09,ANL12,78.0,10,14,Close - False Positive,Pass,None
QA0580,ALT00604,2026-09-01,R004,Unusual Volume Increase,ANL06,ANL12,51.0,45,3,Close - False Positive,Pass,None
QA0581,ALT00550,2026-02-13,R001,Structuring / Cash Activity,ANL11,ANL12,69.0,22,11,Escalate to Case,Pass,None
QA0582,ALT01720,2026-04-25,R005,High-Value Wire,ANL07,ANL12,58.0,42,12,Escalate to Case,Pass,None
QA0583,ALT01976,2026-02-21,R002,High-Risk Jurisdiction Wire,ANL11,ANL12,39.0,39,10,Close - False Positive,Pass,None
QA0584,ALT03362,2026-04-18,R001,Structuring / Cash Activity,ANL07,ANL12,59.0,50,12,Close - Explained Activity,Pass,None
QA0585,ALT02189,2026-01-01,R005,High-Value Wire,ANL03,ANL12,53.0,35,16,Close - False Positive,Pass,None
QA0586,ALT00645,2026-09-23,R006,P2P Funnel Activity,ANL07,ANL12,67.0,44,4,Close - Explained Activity,Pass,None
QA0587,ALT01925,2026-08-03,R002,High-Risk Jurisdiction Wire,ANL09,ANL12,68.0,42,7,Close - Explained Activity,Pass,None
QA0588,ALT01090,2026-08-13,R004,Unusual Volume Increase,ANL01,ANL12,75.0,33,10,Close - False Positive,Pass,None
QA0589,ALT02536,2026-04-03,R003,Rapid Movement of Funds,ANL12,ANL12,72.0,37,9,Close - False Positive,Pass,None
QA0590,ALT01838,2026-03-26,R004,Unusual Volume Increase,ANL08,ANL12,54.0,11,20,Close - False Positive,Pass,None
QA0591,ALT00671,2026-03-12,R008,Dormant Account Reactivation,ANL08,ANL12,56.0,59,15,Close - Explained Activity,Pass,None
QA0592,ALT01585,2026-03-22,R006,P2P Funnel Activity,ANL08,ANL12,40.0,60,6,Escalate to Case,Pass,None
QA0593,ALT03305,2026-08-09,R006,P2P Funnel Activity,ANL02,ANL12,74.0,24,12,Close - False Positive,Pass,None
QA0594,ALT02714,2026-07-11,R002,High-Risk Jurisdiction Wire,ANL08,ANL12,28.0,33,6,Close - False Positive,Pass,None
QA0595,ALT03290,2026-09-16,R002,High-Risk Jurisdiction Wire,ANL02,ANL12,50.0,46,17,Escalate to Case,Pass,None
QA0596,ALT00969,2026-03-28,R001,Structuring / Cash Activity,ANL04,ANL12,57.0,32,12,Close - False Positive,Fail,Escalation Rationale Weak
QA0597,ALT02088,2026-02-14,R005,High-Value Wire,ANL04,ANL12,70.0,14,5,Close - False Positive,Pass,None
QA0598,ALT02894,2026-06-21,R007,Cash Intensive Business,ANL09,ANL12,77.0,24,5,Close - False Positive,Pass,None
QA0599,ALT03178,2026-02-06,R008,Dormant Account Reactivation,ANL03,ANL12,68.0,46,8,Close - Explained Activity,Pass,None
QA0600,ALT01561,2026-09-28,R002,High-Risk Jurisdiction Wire,ANL07,ANL12,49.0,26,5,Close - False Positive,Pass,None
QA0601,ALT00088,2026-01-22,R003,Rapid Movement of Funds,ANL10,ANL12,89.0,29,13,Close - False Positive,Pass,None
QA0602,ALT00256,2026-05-16,R008,Dormant Account Reactivation,ANL02,ANL12,82.0,21,3,Close - Explained Activity,Pass,None
QA0603,ALT01699,2026-09-11,R001,Structuring / Cash Activity,ANL10,ANL12,85.0,21,4,Close - False Positive,Pass,None
QA0604,ALT01357,2026-09-25,R001,Structuring / Cash Activity,ANL03,ANL12,55.0,16,9,Close - False Positive,Pass,None
QA0605,ALT00788,2026-09-28,R006,P2P Funnel Activity,ANL04,ANL12,53.0,31,7,Close - False Positive,Pass,None
QA0606,ALT00915,2026-05-07,R004,Unusual Volume Increase,ANL04,ANL12,74.0,27,10,Close - False Positive,Fail,KYC Context Missing
QA0607,ALT00658,2026-05-14,R003,Rapid Movement of Funds,ANL02,ANL12,67.0,10,8,Close - False Positive,Pass,None
QA0608,ALT01496,2026-04-23,R002,High-Risk Jurisdiction Wire,ANL11,ANL12,50.0,43,26,Close - Explained Activity,Pass,None
QA0609,ALT00072,2026-03-14,R004,Unusual Volume Increase,ANL04,ANL12,54.0,56,10,Close - False Positive,Pass,None
QA0610,ALT00797,2026-06-30,R003,Rapid Movement of Funds,ANL11,ANL12,79.0,9,18,Close - False Positive,Pass,None
QA0611,ALT01367,2026-02-14,R004,Unusual Volume Increase,ANL07,ANL12,60.0,44,5,Close - False Positive,Pass,None
QA0612,ALT02447,2026-02-11,R002,High-Risk Jurisdiction Wire,ANL08,ANL12,45.0,71,16,Close - False Positive,Pass,None
QA0613,ALT00269,2026-03-08,R008,Dormant Account Reactivation,ANL06,ANL12,61.0,18,7,Close - Explained Activity,Pass,None
QA0614,ALT02460,2026-05-14,R001,Structuring / Cash Activity,ANL08,ANL12,42.0,45,10,Close - False Positive,Pass,None
QA0615,ALT00877,2026-04-30,R002,High-Risk Jurisdiction Wire,ANL04,ANL12,87.0,40,14,Escalate to Case,Pass,None
QA0616,ALT03055,2026-02-13,R002,High-Risk Jurisdiction Wire,ANL11,ANL12,79.0,60,9,Close - Explained Activity,Pass,None
QA0617,ALT02325,2026-04-01,R001,Structuring / Cash Activity,ANL10,ANL12,77.0,42,1,Escalate to Case,Pass,None
QA0618,ALT00986,2026-07-01,R008,Dormant Account Reactivation,ANL03,ANL12,61.0,20,10,Escalate to Case,Pass,None
QA0619,ALT02800,2026-02-10,R004,Unusual Volume Increase,ANL09,ANL12,51.0,44,10,Close - False Positive,Pass,None
QA0620,ALT01721,2026-02-14,R005,High-Value Wire,ANL03,ANL12,64.0,42,10,Escalate to Case,Pass,None
QA0621,ALT00121,2026-05-06,R001,Structuring / Cash Activity,ANL01,ANL12,56.0,37,5,Close - False Positive,Pass,None
QA0622,ALT01651,2026-07-20,R003,Rapid Movement of Funds,ANL10,ANL12,77.0,46,4,Close - False Positive,Pass,None
QA0623,ALT02432,2026-07-19,R004,Unusual Volume Increase,ANL08,ANL12,73.0,28,13,Close - False Positive,Pass,None
QA0624,ALT02951,2026-02-26,R005,High-Value Wire,ANL12,ANL12,33.0,18,4,Escalate to Case,Pass,None
QA0625,ALT03470,2026-05-15,R004,Unusual Volume Increase,ANL04,ANL12,42.0,26,1,Escalate to Case,Pass,None
QA0626,ALT02115,2026-03-25,R005,High-Value Wire,ANL08,ANL12,31.0,30,2,Close - False Positive,Pass,None
QA0627,ALT00143,2026-08-01,R008,Dormant Account Reactivation,ANL03,ANL12,52.0,73,15,Escalate to Case,Pass,None
QA0628,ALT01807,2026-02-17,R008,Dormant Account Reactivation,ANL03,ANL12,64.0,21,15,Escalate to Case,Pass,None
