alert_id,alert_date,rule_id,analyst_id,risk_score,alert_amount,alert_age_days,review_minutes,disposition,sar_flag,rule_name,channel_focus,false_positive_flag,escalated_flag,month
ALT02100,2026-05-16,R006,ANL08,46.0,35034.4,9,16,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-05
ALT02101,2026-08-25,R005,ANL04,43.0,16159.76,14,38,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-08
ALT02102,2026-09-15,R003,ANL12,40.0,17452.68,17,16,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-09
ALT02103,2026-08-15,R007,ANL07,67.0,2376.39,1,67,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-08
ALT02104,2026-08-09,R005,ANL05,81.0,11748.51,5,37,Escalate to Case,0,High-Value Wire,Wire,0,1,2026-08
ALT02105,2026-03-06,R007,ANL05,80.0,27311.02,14,42,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-03
ALT02106,2026-04-19,R005,ANL06,44.0,13334.85,17,52,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-04
ALT02107,2026-05-18,R001,ANL08,72.0,26728.29,5,19,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-05
ALT02108,2026-02-24,R002,ANL06,38.0,23963.61,11,38,Escalate to Case,0,High-Risk Jurisdiction Wire,Wire,0,1,2026-02
ALT02109,2026-09-23,R007,ANL03,56.0,30371.19,5,19,Close - Explained Activity,0,Cash Intensive Business,Cash,0,0,2026-09
ALT02110,2026-02-27,R002,ANL02,36.0,10025.46,6,46,Escalate to Case,0,High-Risk Jurisdiction Wire,Wire,0,1,2026-02
ALT02111,2026-04-05,R003,ANL05,90.0,30774.51,7,34,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-04
ALT02112,2026-09-03,R001,ANL04,45.0,32870.89,2,31,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-09
ALT02113,2026-03-22,R001,ANL03,45.0,17266.32,2,50,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-03
ALT02114,2026-07-05,R004,ANL12,62.0,11070.26,1,37,Close - Explained Activity,0,Unusual Volume Increase,All,0,0,2026-07
ALT02115,2026-03-25,R005,ANL08,31.0,13570.65,2,30,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-03
ALT02116,2026-07-22,R005,ANL11,63.0,16580.45,9,38,Escalate to Case,0,High-Value Wire,Wire,0,1,2026-07
ALT02117,2026-05-30,R002,ANL10,86.0,77794.94,5,17,Close - Explained Activity,0,High-Risk Jurisdiction Wire,Wire,0,0,2026-05
ALT02118,2026-04-05,R003,ANL11,60.0,8673.3,11,58,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-04
ALT02119,2026-02-13,R001,ANL10,71.0,65432.04,5,52,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-02
ALT02120,2026-06-15,R008,ANL11,67.0,104817.95,4,27,Close - False Positive,0,Dormant Account Reactivation,All,1,0,2026-06
ALT02121,2026-04-11,R002,ANL04,45.0,11518.77,4,51,Escalate to Case,0,High-Risk Jurisdiction Wire,Wire,0,1,2026-04
ALT02122,2026-02-09,R003,ANL11,72.0,34978.86,17,51,Escalate to Case,0,Rapid Movement of Funds,ACH/P2P/Wire,0,1,2026-02
ALT02123,2026-06-11,R004,ANL09,50.0,9036.06,9,16,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-06
ALT02124,2026-08-07,R004,ANL10,65.0,28745.2,14,23,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-08
ALT02125,2026-06-20,R004,ANL01,73.0,38000.91,23,40,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-06
ALT02126,2026-03-24,R006,ANL08,48.0,20342.27,20,12,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-03
ALT02127,2026-07-26,R004,ANL10,61.0,2194.19,7,44,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-07
ALT02128,2026-02-22,R003,ANL12,61.0,13588.31,3,40,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-02
ALT02129,2026-02-17,R005,ANL04,63.0,39191.95,2,23,Escalate to Case,0,High-Value Wire,Wire,0,1,2026-02
ALT02130,2026-06-08,R001,ANL09,44.0,52389.07,1,43,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-06
ALT02131,2026-04-10,R001,ANL04,42.0,15091.77,7,8,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-04
ALT02132,2026-09-05,R006,ANL05,43.0,5970.92,7,59,Escalate to Case,0,P2P Funnel Activity,P2P,0,1,2026-09
ALT02133,2026-04-11,R001,ANL10,91.0,35145.32,14,34,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-04
ALT02134,2026-01-29,R003,ANL04,73.0,160658.65,3,62,Close - Explained Activity,0,Rapid Movement of Funds,ACH/P2P/Wire,0,0,2026-01
ALT02135,2026-01-06,R008,ANL02,82.0,140340.92,6,45,Escalate to Case,0,Dormant Account Reactivation,All,0,1,2026-01
ALT02136,2026-03-11,R004,ANL11,36.0,6366.51,11,59,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-03
ALT02137,2026-01-18,R003,ANL11,100.0,77867.68,6,15,Escalate to Case,0,Rapid Movement of Funds,ACH/P2P/Wire,0,1,2026-01
ALT02138,2026-09-26,R002,ANL10,44.0,16075.07,2,49,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-09
ALT02139,2026-03-19,R006,ANL01,72.0,16260.54,9,49,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-03
ALT02140,2026-06-01,R003,ANL11,51.0,3828.89,4,40,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-06
ALT02141,2026-01-19,R005,ANL02,61.0,13931.25,8,49,Escalate to Case,0,High-Value Wire,Wire,0,1,2026-01
ALT02142,2026-02-14,R001,ANL11,44.0,42167.08,6,52,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-02
ALT02143,2026-01-25,R002,ANL02,80.0,31860.6,3,64,Escalate to Case,0,High-Risk Jurisdiction Wire,Wire,0,1,2026-01
ALT02144,2026-02-24,R006,ANL03,49.0,17782.63,15,25,Close - Explained Activity,0,P2P Funnel Activity,P2P,0,0,2026-02
ALT02145,2026-05-18,R002,ANL02,79.0,816551.76,17,26,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-05
ALT02146,2026-01-22,R006,ANL07,79.0,16492.69,5,48,Close - Explained Activity,0,P2P Funnel Activity,P2P,0,0,2026-01
ALT02147,2026-06-20,R001,ANL12,78.0,9820.49,2,53,Close - Explained Activity,0,Structuring / Cash Activity,Cash,0,0,2026-06
ALT02148,2026-02-24,R006,ANL09,55.0,46773.74,19,39,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-02
ALT02149,2026-02-18,R003,ANL11,47.0,62869.57,17,41,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-02
ALT02150,2026-09-26,R007,ANL09,60.0,47985.81,4,47,Close - Explained Activity,0,Cash Intensive Business,Cash,0,0,2026-09
ALT02151,2026-02-14,R001,ANL07,81.0,11237.85,2,56,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-02
ALT02152,2026-09-25,R002,ANL06,77.0,57633.95,2,22,Close - Explained Activity,0,High-Risk Jurisdiction Wire,Wire,0,0,2026-09
ALT02153,2026-08-26,R002,ANL08,72.0,15235.35,11,36,Escalate to Case,0,High-Risk Jurisdiction Wire,Wire,0,1,2026-08
ALT02154,2026-07-04,R007,ANL08,44.0,63199.48,7,69,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-07
ALT02155,2026-07-09,R004,ANL09,49.0,53925.33,7,28,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-07
ALT02156,2026-03-07,R001,ANL03,54.0,140160.32,21,28,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-03
ALT02157,2026-03-17,R002,ANL01,43.0,231459.61,5,48,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-03
ALT02158,2026-07-16,R006,ANL05,49.0,141175.79,2,35,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-07
ALT02159,2026-09-29,R002,ANL07,48.0,11042.07,15,23,Close - Explained Activity,0,High-Risk Jurisdiction Wire,Wire,0,0,2026-09
ALT02160,2026-03-11,R002,ANL04,83.0,51528.09,8,33,Escalate to Case,1,High-Risk Jurisdiction Wire,Wire,0,1,2026-03
ALT02161,2026-06-01,R007,ANL01,47.0,5863.63,8,41,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-06
ALT02162,2026-03-31,R001,ANL01,71.0,6606.31,3,56,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-03
ALT02163,2026-01-23,R002,ANL08,73.0,52390.9,11,37,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-01
ALT02164,2026-08-24,R006,ANL07,36.0,30958.35,6,85,Escalate to Case,0,P2P Funnel Activity,P2P,0,1,2026-08
ALT02165,2026-08-05,R004,ANL02,41.0,19258.84,1,41,Close - Explained Activity,0,Unusual Volume Increase,All,0,0,2026-08
ALT02166,2026-09-16,R003,ANL11,37.0,32105.23,1,40,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-09
ALT02167,2026-07-31,R006,ANL12,43.0,52831.17,6,52,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-07
ALT02168,2026-03-20,R007,ANL11,36.0,33785.06,5,39,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-03
ALT02169,2026-09-12,R005,ANL04,38.0,35184.22,11,26,Escalate to Case,0,High-Value Wire,Wire,0,1,2026-09
ALT02170,2026-03-26,R006,ANL02,44.0,66893.66,5,39,Escalate to Case,0,P2P Funnel Activity,P2P,0,1,2026-03
ALT02171,2026-08-24,R002,ANL11,62.0,6191.04,2,34,Close - Explained Activity,0,High-Risk Jurisdiction Wire,Wire,0,0,2026-08
ALT02172,2026-03-21,R008,ANL06,64.0,6429.96,2,8,Close - False Positive,0,Dormant Account Reactivation,All,1,0,2026-03
ALT02173,2026-02-25,R004,ANL02,77.0,44107.57,10,48,Escalate to Case,0,Unusual Volume Increase,All,0,1,2026-02
ALT02174,2026-05-06,R004,ANL02,63.0,128981.69,9,38,Close - Explained Activity,0,Unusual Volume Increase,All,0,0,2026-05
ALT02175,2026-07-01,R002,ANL01,98.0,9710.67,17,22,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-07
ALT02176,2026-07-07,R002,ANL02,37.0,20171.02,6,47,Escalate to Case,0,High-Risk Jurisdiction Wire,Wire,0,1,2026-07
ALT02177,2026-01-17,R007,ANL02,61.0,13157.35,9,42,Close - Explained Activity,0,Cash Intensive Business,Cash,0,0,2026-01
ALT02178,2026-08-30,R001,ANL06,80.0,2014.97,10,46,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-08
ALT02179,2026-08-10,R004,ANL09,64.0,39519.95,21,60,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-08
ALT02180,2026-04-07,R008,ANL12,66.0,48663.97,4,73,Close - Explained Activity,0,Dormant Account Reactivation,All,0,0,2026-04
ALT02181,2026-02-27,R001,ANL11,34.0,97560.32,8,40,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-02
ALT02182,2026-08-19,R008,ANL11,32.0,72457.91,9,39,Close - Explained Activity,0,Dormant Account Reactivation,All,0,0,2026-08
ALT02183,2026-04-10,R006,ANL06,79.0,12796.33,2,54,Escalate to Case,0,P2P Funnel Activity,P2P,0,1,2026-04
ALT02184,2026-09-20,R001,ANL05,56.0,194418.09,14,38,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-09
ALT02185,2026-02-11,R002,ANL03,90.0,1241.53,21,40,Escalate to Case,1,High-Risk Jurisdiction Wire,Wire,0,1,2026-02
ALT02186,2026-01-26,R004,ANL01,50.0,109786.48,6,47,Escalate to Case,0,Unusual Volume Increase,All,0,1,2026-01
ALT02187,2026-08-19,R004,ANL11,54.0,8649.67,2,33,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-08
ALT02188,2026-05-16,R007,ANL05,48.0,48424.33,13,40,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-05
ALT02189,2026-01-01,R005,ANL03,53.0,32015.19,16,35,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-01
ALT02190,2026-02-07,R007,ANL08,48.0,49304.04,21,43,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-02
ALT02191,2026-03-25,R005,ANL09,79.0,7058.18,10,51,Close - Explained Activity,0,High-Value Wire,Wire,0,0,2026-03
ALT02192,2026-05-06,R006,ANL07,57.0,11196.28,1,35,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-05
ALT02193,2026-05-26,R002,ANL12,84.0,2202.81,19,53,Escalate to Case,0,High-Risk Jurisdiction Wire,Wire,0,1,2026-05
ALT02194,2026-03-23,R008,ANL06,64.0,68716.88,2,34,Close - False Positive,0,Dormant Account Reactivation,All,1,0,2026-03
ALT02195,2026-09-19,R003,ANL10,92.0,18642.06,11,53,Escalate to Case,0,Rapid Movement of Funds,ACH/P2P/Wire,0,1,2026-09
ALT02196,2026-05-07,R003,ANL07,38.0,13382.09,11,45,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-05
ALT02197,2026-06-15,R007,ANL01,54.0,13503.47,5,35,Escalate to Case,1,Cash Intensive Business,Cash,0,1,2026-06
ALT02198,2026-05-27,R004,ANL08,48.0,15804.66,4,43,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-05
ALT02199,2026-08-14,R003,ANL08,100.0,23984.61,12,10,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-08
ALT02200,2026-01-10,R001,ANL09,39.0,17139.88,2,45,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-01
ALT02201,2026-08-16,R004,ANL08,77.0,22454.33,5,12,Escalate to Case,0,Unusual Volume Increase,All,0,1,2026-08
ALT02202,2026-03-11,R008,ANL07,38.0,13680.45,8,42,Close - False Positive,0,Dormant Account Reactivation,All,1,0,2026-03
ALT02203,2026-09-06,R008,ANL11,63.0,25800.55,5,27,Close - False Positive,0,Dormant Account Reactivation,All,1,0,2026-09
ALT02204,2026-09-18,R002,ANL06,58.0,31301.91,8,40,Escalate to Case,0,High-Risk Jurisdiction Wire,Wire,0,1,2026-09
ALT02205,2026-07-24,R005,ANL01,78.0,39444.37,21,27,Escalate to Case,1,High-Value Wire,Wire,0,1,2026-07
ALT02206,2026-09-12,R004,ANL04,41.0,7545.64,5,48,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-09
ALT02207,2026-03-02,R004,ANL12,68.0,14972.38,8,8,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-03
ALT02208,2026-03-04,R003,ANL06,46.0,16307.45,20,32,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-03
ALT02209,2026-07-31,R007,ANL11,20.0,21735.66,1,12,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-07
ALT02210,2026-05-15,R005,ANL06,91.0,17336.32,19,48,Close - Explained Activity,0,High-Value Wire,Wire,0,0,2026-05
ALT02211,2026-03-19,R004,ANL04,63.0,45506.75,4,34,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-03
ALT02212,2026-05-30,R003,ANL06,74.0,21888.2,10,41,Escalate to Case,0,Rapid Movement of Funds,ACH/P2P/Wire,0,1,2026-05
ALT02213,2026-04-03,R005,ANL11,35.0,74808.0,9,22,Escalate to Case,0,High-Value Wire,Wire,0,1,2026-04
ALT02214,2026-01-13,R004,ANL12,32.0,41680.59,11,45,Close - Explained Activity,0,Unusual Volume Increase,All,0,0,2026-01
ALT02215,2026-06-09,R004,ANL06,90.0,7207.77,19,50,Close - Explained Activity,0,Unusual Volume Increase,All,0,0,2026-06
ALT02216,2026-01-06,R001,ANL01,53.0,8739.23,13,30,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-01
ALT02217,2026-05-05,R006,ANL06,67.0,2331.25,5,17,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-05
ALT02218,2026-06-20,R003,ANL12,54.0,40316.56,9,51,Escalate to Case,0,Rapid Movement of Funds,ACH/P2P/Wire,0,1,2026-06
ALT02219,2026-08-26,R003,ANL09,64.0,15790.73,28,56,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-08
ALT02220,2026-07-22,R002,ANL06,94.0,41581.64,11,59,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-07
ALT02221,2026-01-23,R002,ANL11,61.0,11741.0,8,29,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-01
ALT02222,2026-05-25,R003,ANL08,77.0,290327.43,3,40,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-05
ALT02223,2026-01-08,R004,ANL10,59.0,5111.75,22,8,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-01
ALT02224,2026-06-30,R004,ANL12,71.0,142065.04,9,31,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-06
ALT02225,2026-03-31,R002,ANL06,36.0,37569.53,12,22,Close - Explained Activity,0,High-Risk Jurisdiction Wire,Wire,0,0,2026-03
ALT02226,2026-07-26,R003,ANL09,71.0,20068.52,35,28,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-07
ALT02227,2026-06-07,R004,ANL04,53.0,128750.81,7,54,Escalate to Case,0,Unusual Volume Increase,All,0,1,2026-06
ALT02228,2026-04-13,R004,ANL02,54.0,40227.18,16,36,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-04
ALT02229,2026-05-12,R001,ANL08,74.0,16659.52,16,44,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-05
ALT02230,2026-06-26,R001,ANL09,71.0,5935.25,5,19,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-06
ALT02231,2026-08-31,R001,ANL09,35.0,22296.4,5,37,Close - Explained Activity,0,Structuring / Cash Activity,Cash,0,0,2026-08
ALT02232,2026-09-13,R005,ANL09,59.0,56734.66,5,41,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-09
ALT02233,2026-04-11,R005,ANL06,10.0,61142.61,5,51,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-04
ALT02234,2026-01-24,R003,ANL11,68.0,1858.94,1,37,Escalate to Case,0,Rapid Movement of Funds,ACH/P2P/Wire,0,1,2026-01
ALT02235,2026-07-18,R004,ANL11,22.0,9520.9,4,29,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-07
ALT02236,2026-04-16,R002,ANL05,75.0,23663.41,18,32,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-04
ALT02237,2026-01-01,R005,ANL10,59.0,2308.86,4,40,Escalate to Case,0,High-Value Wire,Wire,0,1,2026-01
ALT02238,2026-09-27,R001,ANL01,36.0,4493.77,5,39,Close - Explained Activity,0,Structuring / Cash Activity,Cash,0,0,2026-09
ALT02239,2026-08-04,R005,ANL06,45.0,195710.85,9,37,Escalate to Case,1,High-Value Wire,Wire,0,1,2026-08
ALT02240,2026-01-07,R006,ANL03,27.0,10775.91,11,16,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-01
ALT02241,2026-01-01,R004,ANL07,42.0,70826.62,7,56,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-01
ALT02242,2026-06-24,R004,ANL07,52.0,134839.43,0,39,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-06
ALT02243,2026-06-11,R001,ANL01,76.0,4989.57,18,11,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-06
ALT02244,2026-08-24,R002,ANL05,60.0,9515.25,12,48,Escalate to Case,1,High-Risk Jurisdiction Wire,Wire,0,1,2026-08
ALT02245,2026-03-12,R006,ANL03,40.0,15946.84,14,52,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-03
ALT02246,2026-06-22,R001,ANL07,72.0,14515.21,10,24,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-06
ALT02247,2026-07-31,R006,ANL12,63.0,45205.8,7,56,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-07
ALT02248,2026-09-15,R001,ANL11,82.0,53889.7,15,46,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-09
ALT02249,2026-01-19,R002,ANL09,40.0,102063.61,29,27,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-01
ALT02250,2026-07-04,R001,ANL07,32.0,14336.74,4,36,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-07
ALT02251,2026-07-09,R001,ANL01,27.0,37578.97,12,8,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-07
ALT02252,2026-02-04,R008,ANL03,81.0,19295.3,21,40,Close - False Positive,0,Dormant Account Reactivation,All,1,0,2026-02
ALT02253,2026-02-19,R003,ANL02,30.0,60126.79,28,60,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-02
ALT02254,2026-08-27,R004,ANL03,34.0,85647.15,4,17,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-08
ALT02255,2026-06-29,R005,ANL11,65.0,7637.62,5,46,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-06
ALT02256,2026-06-12,R002,ANL05,74.0,3414.18,16,37,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-06
ALT02257,2026-03-20,R005,ANL06,59.0,99038.18,4,64,Escalate to Case,1,High-Value Wire,Wire,0,1,2026-03
ALT02258,2026-08-25,R004,ANL02,75.0,28796.05,22,48,Escalate to Case,0,Unusual Volume Increase,All,0,1,2026-08
ALT02259,2026-06-09,R004,ANL09,72.0,58188.53,23,37,Escalate to Case,0,Unusual Volume Increase,All,0,1,2026-06
ALT02260,2026-03-24,R002,ANL04,49.0,12072.26,12,51,Escalate to Case,0,High-Risk Jurisdiction Wire,Wire,0,1,2026-03
ALT02261,2026-08-17,R001,ANL05,74.0,9958.1,11,56,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-08
ALT02262,2026-02-11,R003,ANL12,50.0,2667.99,29,19,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-02
ALT02263,2026-04-07,R002,ANL01,65.0,10995.85,7,10,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-04
ALT02264,2026-03-15,R004,ANL12,49.0,166989.94,6,38,Escalate to Case,0,Unusual Volume Increase,All,0,1,2026-03
ALT02265,2026-05-23,R004,ANL08,71.0,355092.18,13,49,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-05
ALT02266,2026-05-03,R002,ANL05,37.0,21456.28,14,22,Escalate to Case,1,High-Risk Jurisdiction Wire,Wire,0,1,2026-05
ALT02267,2026-06-29,R004,ANL04,48.0,6228.62,5,32,Close - Explained Activity,0,Unusual Volume Increase,All,0,0,2026-06
ALT02268,2026-06-10,R006,ANL02,47.0,3849.57,4,25,Escalate to Case,0,P2P Funnel Activity,P2P,0,1,2026-06
ALT02269,2026-02-20,R004,ANL12,72.0,4183.39,13,57,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-02
ALT02270,2026-02-02,R002,ANL12,46.0,32598.47,20,56,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-02
ALT02271,2026-07-05,R004,ANL09,34.0,3074.43,11,14,Close - Explained Activity,0,Unusual Volume Increase,All,0,0,2026-07
ALT02272,2026-07-10,R001,ANL11,55.0,18880.24,11,33,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-07
ALT02273,2026-01-01,R006,ANL09,71.0,28187.14,8,27,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-01
ALT02274,2026-08-17,R006,ANL08,66.0,25300.56,10,38,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-08
ALT02275,2026-07-31,R007,ANL06,50.0,53920.62,9,61,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-07
ALT02276,2026-03-17,R001,ANL06,72.0,14746.56,8,64,Close - Explained Activity,0,Structuring / Cash Activity,Cash,0,0,2026-03
ALT02277,2026-09-14,R007,ANL01,43.0,6989.58,1,46,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-09
ALT02278,2026-02-04,R007,ANL09,43.0,12884.33,21,23,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-02
ALT02279,2026-06-14,R003,ANL05,78.0,1291.4,6,10,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-06
ALT02280,2026-07-31,R001,ANL04,71.0,36115.02,3,44,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-07
ALT02281,2026-05-19,R001,ANL06,60.0,31694.89,10,34,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-05
ALT02282,2026-05-05,R002,ANL11,46.0,64543.72,1,43,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-05
ALT02283,2026-03-27,R006,ANL05,78.0,12897.33,12,26,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-03
ALT02284,2026-04-30,R001,ANL10,39.0,42138.18,3,38,Close - Explained Activity,0,Structuring / Cash Activity,Cash,0,0,2026-04
ALT02285,2026-01-20,R004,ANL07,65.0,41878.21,25,26,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-01
ALT02286,2026-02-11,R004,ANL03,46.0,91977.89,12,41,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-02
ALT02287,2026-02-01,R005,ANL12,27.0,39185.27,4,33,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-02
ALT02288,2026-07-15,R003,ANL07,74.0,14807.31,10,44,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-07
ALT02289,2026-08-20,R001,ANL04,64.0,6147.39,3,32,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-08
ALT02290,2026-09-18,R004,ANL07,100.0,19411.7,7,52,Escalate to Case,0,Unusual Volume Increase,All,0,1,2026-09
ALT02291,2026-02-24,R006,ANL10,61.0,6244.09,7,47,Escalate to Case,0,P2P Funnel Activity,P2P,0,1,2026-02
ALT02292,2026-09-03,R005,ANL03,77.0,17915.27,15,55,Close - Explained Activity,0,High-Value Wire,Wire,0,0,2026-09
ALT02293,2026-07-13,R004,ANL10,87.0,39196.13,12,35,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-07
ALT02294,2026-07-17,R007,ANL02,93.0,18516.71,4,35,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-07
ALT02295,2026-05-01,R002,ANL03,49.0,2962.94,10,18,Escalate to Case,0,High-Risk Jurisdiction Wire,Wire,0,1,2026-05
ALT02296,2026-07-08,R007,ANL05,48.0,8197.27,21,27,Close - Explained Activity,0,Cash Intensive Business,Cash,0,0,2026-07
ALT02297,2026-01-14,R001,ANL02,32.0,67666.07,18,50,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-01
ALT02298,2026-06-09,R003,ANL06,58.0,32531.44,12,8,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-06
ALT02299,2026-04-28,R006,ANL12,71.0,6541.44,10,53,Close - Explained Activity,0,P2P Funnel Activity,P2P,0,0,2026-04
